大科目类别,子科目名称,题目类型,题目编号,题目文本,题目答案的汉字长度,题目prompt
科技与工程,大学化学,名词解释,1,相对误差（Relative error）,11,以下是大学化学科目的术语：相对误差（Relative error），请解释其含义，把回复控制在11个汉字左右。
科技与工程,大学化学,名词解释,2,系统误差（ Systematic error）,62,以下是大学化学科目的术语：系统误差（ Systematic error），请解释其含义，把回复控制在62个汉字左右。
科技与工程,大学化学,名词解释,3,偶然误差（ Accidental error）,32,以下是大学化学科目的术语：偶然误差（ Accidental error），请解释其含义，把回复控制在32个汉字左右。
科技与工程,大学化学,名词解释,4,准确度（Accuracy）,13,以下是大学化学科目的术语：准确度（Accuracy），请解释其含义，把回复控制在13个汉字左右。
科技与工程,大学化学,名词解释,5,精密度（Precision）,20,以下是大学化学科目的术语：精密度（Precision），请解释其含义，把回复控制在20个汉字左右。
科技与工程,大学化学,名词解释,6,偏差（Deviation ）,19,以下是大学化学科目的术语：偏差（Deviation ），请解释其含义，把回复控制在19个汉字左右。
科技与工程,大学化学,名词解释,7,平均偏差（Average deviation）,13,以下是大学化学科目的术语：平均偏差（Average deviation），请解释其含义，把回复控制在13个汉字左右。
科技与工程,大学化学,名词解释,8,相对平均偏差（Relative average deviation）,15,以下是大学化学科目的术语：相对平均偏差（Relative average deviation），请解释其含义，把回复控制在15个汉字左右。
科技与工程,大学化学,名词解释,9,有效数字（Significant figure）,17,以下是大学化学科目的术语：有效数字（Significant figure），请解释其含义，把回复控制在17个汉字左右。
科技与工程,大学化学,名词解释,10,中间精密度（Intermediate precision）,34,以下是大学化学科目的术语：中间精密度（Intermediate precision），请解释其含义，把回复控制在34个汉字左右。
科技与工程,大学化学,名词解释,11,重现性（Reproducibility）,31,以下是大学化学科目的术语：重现性（Reproducibility），请解释其含义，把回复控制在31个汉字左右。
科技与工程,大学化学,名词解释,12,F 检验,45,以下是大学化学科目的术语：F 检验，请解释其含义，把回复控制在45个汉字左右。
科技与工程,大学化学,名词解释,13,t 检验,68,以下是大学化学科目的术语：t 检验，请解释其含义，把回复控制在68个汉字左右。
科技与工程,大学化学,名词解释,14,滴定分析法（Titrimetric analysis）,86,以下是大学化学科目的术语：滴定分析法（Titrimetric analysis），请解释其含义，把回复控制在86个汉字左右。
科技与工程,大学化学,名词解释,15,滴定（Titration）,56,以下是大学化学科目的术语：滴定（Titration），请解释其含义，把回复控制在56个汉字左右。
科技与工程,大学化学,名词解释,16,化学计量点（Stoichiometric point）,49,以下是大学化学科目的术语：化学计量点（Stoichiometric point），请解释其含义，把回复控制在49个汉字左右。
科技与工程,大学化学,名词解释,17,指示剂（Indicator）,42,以下是大学化学科目的术语：指示剂（Indicator），请解释其含义，把回复控制在42个汉字左右。
科技与工程,大学化学,名词解释,18,滴定终点（终点） （Titration end point（end point））,31,以下是大学化学科目的术语：滴定终点（终点） （Titration end point（end point）），请解释其含义，把回复控制在31个汉字左右。
科技与工程,大学化学,名词解释,19,滴定曲线（Titration curve）,32,以下是大学化学科目的术语：滴定曲线（Titration curve），请解释其含义，把回复控制在32个汉字左右。
科技与工程,大学化学,名词解释,20,滴定突跃（Abrupt change in titration curve）,25,以下是大学化学科目的术语：滴定突跃（Abrupt change in titration curve），请解释其含义，把回复控制在25个汉字左右。
科技与工程,大学化学,名词解释,21,变色范围（Color change interval of indicator）,30,以下是大学化学科目的术语：变色范围（Color change interval of indicator），请解释其含义，把回复控制在30个汉字左右。
科技与工程,大学化学,名词解释,22,理论变色点（Color transition point）,41,以下是大学化学科目的术语：理论变色点（Color transition point），请解释其含义，把回复控制在41个汉字左右。
科技与工程,大学化学,名词解释,23,滴定常数（Titration constant）,33,以下是大学化学科目的术语：滴定常数（Titration constant），请解释其含义，把回复控制在33个汉字左右。
科技与工程,大学化学,名词解释,24,返滴定（Back titration）（residue titration 剩余滴定）,56,以下是大学化学科目的术语：返滴定（Back titration）（residue titration 剩余滴定），请解释其含义，把回复控制在56个汉字左右。
科技与工程,大学化学,名词解释,25,置换滴定（Replacement titration）,44,以下是大学化学科目的术语：置换滴定（Replacement titration），请解释其含义，把回复控制在44个汉字左右。
科技与工程,大学化学,名词解释,26,基准物质（Primary standard）,24,以下是大学化学科目的术语：基准物质（Primary standard），请解释其含义，把回复控制在24个汉字左右。
科技与工程,大学化学,名词解释,27,标准溶液（Standard solution）,28,以下是大学化学科目的术语：标准溶液（Standard solution），请解释其含义，把回复控制在28个汉字左右。
科技与工程,大学化学,名词解释,28,标定法（Standardization）,50,以下是大学化学科目的术语：标定法（Standardization），请解释其含义，把回复控制在50个汉字左右。
科技与工程,大学化学,名词解释,29,物质的量浓度（Concentration）,19,以下是大学化学科目的术语：物质的量浓度（Concentration），请解释其含义，把回复控制在19个汉字左右。
科技与工程,大学化学,名词解释,30,分析浓度（Analytical concentration）,16,以下是大学化学科目的术语：分析浓度（Analytical concentration），请解释其含义，把回复控制在16个汉字左右。
科技与工程,大学化学,名词解释,31,平衡浓度（ Equilibrium molarity）（species molarity 型体浓度）,17,以下是大学化学科目的术语：平衡浓度（ Equilibrium molarity）（species molarity 型体浓度），请解释其含义，把回复控制在17个汉字左右。
科技与工程,大学化学,名词解释,32,分布系数（Distribution fraction）,24,以下是大学化学科目的术语：分布系数（Distribution fraction），请解释其含义，把回复控制在24个汉字左右。
科技与工程,大学化学,名词解释,33,质量平衡（Mass balance）（material balance 物料平衡）,44,以下是大学化学科目的术语：质量平衡（Mass balance）（material balance 物料平衡），请解释其含义，把回复控制在44个汉字左右。
科技与工程,大学化学,名词解释,34,酸碱滴定法（Acid-base titration）,18,以下是大学化学科目的术语：酸碱滴定法（Acid-base titration），请解释其含义，把回复控制在18个汉字左右。
科技与工程,大学化学,名词解释,35,均化效应（Leveling effect）,37,以下是大学化学科目的术语：均化效应（Leveling effect），请解释其含义，把回复控制在37个汉字左右。
科技与工程,大学化学,名词解释,36,配位滴定法（Complex-formation titration）,20,以下是大学化学科目的术语：配位滴定法（Complex-formation titration），请解释其含义，把回复控制在20个汉字左右。
科技与工程,大学化学,名词解释,37,条件稳定常数（Conditional stability coefficient）,25,以下是大学化学科目的术语：条件稳定常数（Conditional stability coefficient），请解释其含义，把回复控制在25个汉字左右。
科技与工程,大学化学,名词解释,38,金属指示剂（Metal ion indicator）,42,以下是大学化学科目的术语：金属指示剂（Metal ion indicator），请解释其含义，把回复控制在42个汉字左右。
科技与工程,大学化学,名词解释,39,氧化还原滴定法（Oxidation-reduction titration）,20,以下是大学化学科目的术语：氧化还原滴定法（Oxidation-reduction titration），请解释其含义，把回复控制在20个汉字左右。
科技与工程,大学化学,名词解释,40,自身指示剂（Self indicator）,66,以下是大学化学科目的术语：自身指示剂（Self indicator），请解释其含义，把回复控制在66个汉字左右。
科技与工程,大学化学,名词解释,41,特殊指示剂（Specific indicator）,39,以下是大学化学科目的术语：特殊指示剂（Specific indicator），请解释其含义，把回复控制在39个汉字左右。
科技与工程,大学化学,名词解释,42,外指示剂（Outside indicator）,85,以下是大学化学科目的术语：外指示剂（Outside indicator），请解释其含义，把回复控制在85个汉字左右。
科技与工程,大学化学,名词解释,43,氧化还原指示剂（Oxidation-reduction indicator）,61,以下是大学化学科目的术语：氧化还原指示剂（Oxidation-reduction indicator），请解释其含义，把回复控制在61个汉字左右。
科技与工程,大学化学,名词解释,44,不可逆指示剂（Irreversible indicator）,38,以下是大学化学科目的术语：不可逆指示剂（Irreversible indicator），请解释其含义，把回复控制在38个汉字左右。
科技与工程,大学化学,名词解释,45,重量分析法（Gravimetric analysis method）,35,以下是大学化学科目的术语：重量分析法（Gravimetric analysis method），请解释其含义，把回复控制在35个汉字左右。
科技与工程,大学化学,名词解释,46,沉淀法（Precipitation method）,70,以下是大学化学科目的术语：沉淀法（Precipitation method），请解释其含义，把回复控制在70个汉字左右。
科技与工程,大学化学,名词解释,47,萃取（Extraction method）,55,以下是大学化学科目的术语：萃取（Extraction method），请解释其含义，把回复控制在55个汉字左右。
科技与工程,大学化学,名词解释,48,同离子效应（Common ion effect）,35,以下是大学化学科目的术语：同离子效应（Common ion effect），请解释其含义，把回复控制在35个汉字左右。
科技与工程,大学化学,名词解释,49,配位效应（Complex effect） ,39,以下是大学化学科目的术语：配位效应（Complex effect） ，请解释其含义，把回复控制在39个汉字左右。
科技与工程,大学化学,名词解释,50,共沉淀（Coprecipitation）,42,以下是大学化学科目的术语：共沉淀（Coprecipitation），请解释其含义，把回复控制在42个汉字左右。
科技与工程,大学化学,名词解释,51,后沉淀（Postprecipitation）,39,以下是大学化学科目的术语：后沉淀（Postprecipitation），请解释其含义，把回复控制在39个汉字左右。
科技与工程,大学化学,名词解释,52,均匀沉淀,49,以下是大学化学科目的术语：均匀沉淀，请解释其含义，把回复控制在49个汉字左右。
科技与工程,大学化学,名词解释,53,电化学分析法（electrochemical analysis）,30,以下是大学化学科目的术语：电化学分析法（electrochemical analysis），请解释其含义，把回复控制在30个汉字左右。
科技与工程,大学化学,名词解释,54,原电池（galvanic cell）,26,以下是大学化学科目的术语：原电池（galvanic cell），请解释其含义，把回复控制在26个汉字左右。
科技与工程,大学化学,名词解释,55,相界电位（phase boundary potential）,43,以下是大学化学科目的术语：相界电位（phase boundary potential），请解释其含义，把回复控制在43个汉字左右。
科技与工程,大学化学,名词解释,56,液接电位（liquid junction potential）,54,以下是大学化学科目的术语：液接电位（liquid junction potential），请解释其含义，把回复控制在54个汉字左右。
科技与工程,大学化学,名词解释,57,盐桥（salt bridge）,37,以下是大学化学科目的术语：盐桥（salt bridge），请解释其含义，把回复控制在37个汉字左右。
科技与工程,大学化学,名词解释,58,电位滴定法（potentiometric titration）,35,以下是大学化学科目的术语：电位滴定法（potentiometric titration），请解释其含义，把回复控制在35个汉字左右。
科技与工程,大学化学,名词解释,59,永停滴定法（dead-stop titration）,46,以下是大学化学科目的术语：永停滴定法（dead-stop titration），请解释其含义，把回复控制在46个汉字左右。
科技与工程,大学化学,名词解释,60,不对称电位（asymmetry potential）,43,以下是大学化学科目的术语：不对称电位（asymmetry potential），请解释其含义，把回复控制在43个汉字左右。
科技与工程,大学化学,名词解释,61,光学分析法（optical analysis）,62,以下是大学化学科目的术语：光学分析法（optical analysis），请解释其含义，把回复控制在62个汉字左右。
科技与工程,大学化学,名词解释,62,原子光谱法（atomic spectroscopy）,42,以下是大学化学科目的术语：原子光谱法（atomic spectroscopy），请解释其含义，把回复控制在42个汉字左右。
科技与工程,大学化学,名词解释,63,分子光谱（molecular spectroscopy）,70,以下是大学化学科目的术语：分子光谱（molecular spectroscopy），请解释其含义，把回复控制在70个汉字左右。
科技与工程,大学化学,名词解释,64,吸收光谱（absorption spectrum）,41,以下是大学化学科目的术语：吸收光谱（absorption spectrum），请解释其含义，把回复控制在41个汉字左右。
科技与工程,大学化学,名词解释,65,助色团（auxochrome）,63,以下是大学化学科目的术语：助色团（auxochrome），请解释其含义，把回复控制在63个汉字左右。
科技与工程,大学化学,名词解释,66,红移（red shift）,75,以下是大学化学科目的术语：红移（red shift），请解释其含义，把回复控制在75个汉字左右。
科技与工程,大学化学,名词解释,67,蓝（紫）移（blue shift）,54,以下是大学化学科目的术语：蓝（紫）移（blue shift），请解释其含义，把回复控制在54个汉字左右。
科技与工程,大学化学,名词解释,68,增色效应,54,以下是大学化学科目的术语：增色效应，请解释其含义，把回复控制在54个汉字左右。
科技与工程,大学化学,名词解释,69,谱带宽度（band width）,60,以下是大学化学科目的术语：谱带宽度（band width），请解释其含义，把回复控制在60个汉字左右。
科技与工程,大学化学,名词解释,70,振动弛豫（vibrational relaxation）,64,以下是大学化学科目的术语：振动弛豫（vibrational relaxation），请解释其含义，把回复控制在64个汉字左右。
科技与工程,大学化学,名词解释,71,内部能量转换（internal conversion）,65,以下是大学化学科目的术语：内部能量转换（internal conversion），请解释其含义，把回复控制在65个汉字左右。
科技与工程,大学化学,名词解释,72,外部能量转换（external conversion）,54,以下是大学化学科目的术语：外部能量转换（external conversion），请解释其含义，把回复控制在54个汉字左右。
科技与工程,大学化学,名词解释,73,体系间跨越（intersystem crossing）,32,以下是大学化学科目的术语：体系间跨越（intersystem crossing），请解释其含义，把回复控制在32个汉字左右。
科技与工程,大学化学,名词解释,74,磷光,58,以下是大学化学科目的术语：磷光，请解释其含义，把回复控制在58个汉字左右。
科技与工程,大学化学,名词解释,75,荧光熄灭（fluorescence quench）,44,以下是大学化学科目的术语：荧光熄灭（fluorescence quench），请解释其含义，把回复控制在44个汉字左右。
科技与工程,大学化学,名词解释,76,拉曼光（Raman scattering light）,82,以下是大学化学科目的术语：拉曼光（Raman scattering light），请解释其含义，把回复控制在82个汉字左右。
科技与工程,大学化学,名词解释,77,费米共振（fermi resonance）,40,以下是大学化学科目的术语：费米共振（fermi resonance），请解释其含义，把回复控制在40个汉字左右。
科技与工程,大学化学,名词解释,78,相关吸收峰（correlation absorption band）,30,以下是大学化学科目的术语：相关吸收峰（correlation absorption band），请解释其含义，把回复控制在30个汉字左右。
科技与工程,大学化学,名词解释,79,原子吸收分光光度法（atomic absorption spectrophotometry， AAS）,42,以下是大学化学科目的术语：原子吸收分光光度法（atomic absorption spectrophotometry， AAS），请解释其含义，把回复控制在42个汉字左右。
科技与工程,大学化学,名词解释,80,压力变宽（pressure broadening）,49,以下是大学化学科目的术语：压力变宽（pressure broadening），请解释其含义，把回复控制在49个汉字左右。
科技与工程,大学化学,名词解释,81,赫鲁兹马克变宽（Holtsmark broadening）,46,以下是大学化学科目的术语：赫鲁兹马克变宽（Holtsmark broadening），请解释其含义，把回复控制在46个汉字左右。
科技与工程,大学化学,名词解释,82,分子离子（molecular ion）,40,以下是大学化学科目的术语：分子离子（molecular ion），请解释其含义，把回复控制在40个汉字左右。
科技与工程,大学化学,名词解释,83,重排开裂（rearrangement cleavage）,24,以下是大学化学科目的术语：重排开裂（rearrangement cleavage），请解释其含义，把回复控制在24个汉字左右。
科技与工程,大学化学,名词解释,84,分配色谱法（partition chromatography）,45,以下是大学化学科目的术语：分配色谱法（partition chromatography），请解释其含义，把回复控制在45个汉字左右。
科技与工程,大学化学,名词解释,85,吸附色谱法（adsorption chromatography）,42,以下是大学化学科目的术语：吸附色谱法（adsorption chromatography），请解释其含义，把回复控制在42个汉字左右。
科技与工程,大学化学,名词解释,86,离子交换色谱法（ion exchange chromatography）,32,以下是大学化学科目的术语：离子交换色谱法（ion exchange chromatography），请解释其含义，把回复控制在32个汉字左右。
科技与工程,大学化学,名词解释,87,纵向扩散（longitudinal diffusion）,75,以下是大学化学科目的术语：纵向扩散（longitudinal diffusion），请解释其含义，把回复控制在75个汉字左右。
科技与工程,大学化学,名词解释,88,传质阻抗（mass transfer resistance）,24,以下是大学化学科目的术语：传质阻抗（mass transfer resistance），请解释其含义，把回复控制在24个汉字左右。
科技与工程,大学化学,名词解释,89,噪音（noise，N）,40,以下是大学化学科目的术语：噪音（noise，N），请解释其含义，把回复控制在40个汉字左右。
科技与工程,大学化学,名词解释,90,检测限（detectability）,63,以下是大学化学科目的术语：检测限（detectability），请解释其含义，把回复控制在63个汉字左右。
科技与工程,大学化学,名词解释,91,分流比（split ratio）,52,以下是大学化学科目的术语：分流比（split ratio），请解释其含义，把回复控制在52个汉字左右。
科技与工程,大学化学,名词解释,92,程序升温,38,以下是大学化学科目的术语：程序升温，请解释其含义，把回复控制在38个汉字左右。
科技与工程,大学化学,名词解释,93,化学键合相,32,以下是大学化学科目的术语：化学键合相，请解释其含义，把回复控制在32个汉字左右。
科技与工程,大学化学,名词解释,94,电荷平衡（Charge balance）,62,以下是大学化学科目的术语：电荷平衡（Charge balance），请解释其含义，把回复控制在62个汉字左右。
科技与工程,大学化学,名词解释,95,质子平衡（Proton balance）,40,以下是大学化学科目的术语：质子平衡（Proton balance），请解释其含义，把回复控制在40个汉字左右。
科技与工程,大学化学,名词解释,96,保留体积（retention volume；VR）,30,以下是大学化学科目的术语：保留体积（retention volume；VR），请解释其含义，把回复控制在30个汉字左右。
科技与工程,大学化学,名词解释,97,保留指数（retention index）,65,以下是大学化学科目的术语：保留指数（retention index），请解释其含义，把回复控制在65个汉字左右。
科技与工程,大学化学,名词解释,98,"保留因子（retention factor,k）",49,"以下是大学化学科目的术语：保留因子（retention factor,k），请解释其含义，把回复控制在49个汉字左右。"
科技与工程,大学化学,名词解释,99,重复性（Repeatability）,43,以下是大学化学科目的术语：重复性（Repeatability），请解释其含义，把回复控制在43个汉字左右。
科技与工程,大学化学,简答题,0,"用离子极化理论说明下列各组氯化物的熔沸点高低。
(1)MgCl2和SnCl4；
(2)ZnCl2和CaCl2；
(3)FeCl3和FeCl2；
(4)MnCl2和TiCl4。",361,"以下是大学化学科目的问题，请解答并把回复控制在361个汉字左右。
用离子极化理论说明下列各组氯化物的熔沸点高低。
(1)MgCl2和SnCl4；
(2)ZnCl2和CaCl2；
(3)FeCl3和FeCl2；
(4)MnCl2和TiCl4。"
科技与工程,大学化学,简答题,1,简述酶作为生物催化剂与一样化学催化剂的共性及其特性。,126,"以下是大学化学科目的问题，请解答并把回复控制在126个汉字左右。
简述酶作为生物催化剂与一样化学催化剂的共性及其特性。"
科技与工程,大学化学,简答题,2,为什么SiCl4比CCl4易水解？,135,"以下是大学化学科目的问题，请解答并把回复控制在135个汉字左右。
为什么SiCl4比CCl4易水解？"
科技与工程,大学化学,简答题,3,简述什么是基元反应和非基元反应，并解释基元反应的作用定律。,172,"以下是大学化学科目的问题，请解答并把回复控制在172个汉字左右。
简述什么是基元反应和非基元反应，并解释基元反应的作用定律。"
科技与工程,大学化学,简答题,4,什么是镧系收缩？镧系收缩对元素的性质有何影响?,175,"以下是大学化学科目的问题，请解答并把回复控制在175个汉字左右。
什么是镧系收缩？镧系收缩对元素的性质有何影响?"
科技与工程,大学化学,简答题,5,请解释为什么化学键的离子性LiF比KF小，但晶格能LiF却比KF的大？,175,"以下是大学化学科目的问题，请解答并把回复控制在175个汉字左右。
请解释为什么化学键的离子性LiF比KF小，但晶格能LiF却比KF的大？"
科技与工程,大学化学,简答题,6,为什么煮沸的方法可以消毒医疗器械？,30,"以下是大学化学科目的问题，请解答并把回复控制在30个汉字左右。
为什么煮沸的方法可以消毒医疗器械？"
科技与工程,大学化学,简答题,7,氧化作用和磷酸化作用是如何偶联的？,465,"以下是大学化学科目的问题，请解答并把回复控制在465个汉字左右。
氧化作用和磷酸化作用是如何偶联的？"
科技与工程,大学化学,简答题,8,以磺胺药物为例说明竞争性抑制。,248,"以下是大学化学科目的问题，请解答并把回复控制在248个汉字左右。
以磺胺药物为例说明竞争性抑制。"
科技与工程,大学化学,简答题,9,在尼龙－6和尼龙－66生产中为什么要加入醋酸或己二酸作为分子量控制剂？在涤纶数树脂生产中时采用什么措施控制分子量的？,278,"以下是大学化学科目的问题，请解答并把回复控制在278个汉字左右。
在尼龙－6和尼龙－66生产中为什么要加入醋酸或己二酸作为分子量控制剂？在涤纶数树脂生产中时采用什么措施控制分子量的？"
科技与工程,大学化学,简答题,10,过硫酸盐无论在受热，受光或受还原剂作用下均能产生SO4离子自由基。如果需要随时调整反应速度或随时停止反应，应选择何种方式产生SO4-自由基？如果工业上要求生产分子量很高的聚合物，聚合温度尽量低，则应选择何种方式产生这种自由基？,73,"以下是大学化学科目的问题，请解答并把回复控制在73个汉字左右。
过硫酸盐无论在受热，受光或受还原剂作用下均能产生SO4离子自由基。如果需要随时调整反应速度或随时停止反应，应选择何种方式产生SO4-自由基？如果工业上要求生产分子量很高的聚合物，聚合温度尽量低，则应选择何种方式产生这种自由基？"
科技与工程,大学化学,简答题,11,在自由基聚合中，为什么聚合物链中单体单元大部分按头尾方式连接，且所得的聚合物多为无规立构？,95,"以下是大学化学科目的问题，请解答并把回复控制在95个汉字左右。
在自由基聚合中，为什么聚合物链中单体单元大部分按头尾方式连接，且所得的聚合物多为无规立构？"
科技与工程,大学化学,简答题,12,在自由基聚合反应中，何种条件下会出现反应自动加速现象。试讨论其产生的原因以及促使其产生和抑制的方法。,360,"以下是大学化学科目的问题，请解答并把回复控制在360个汉字左右。
在自由基聚合反应中，何种条件下会出现反应自动加速现象。试讨论其产生的原因以及促使其产生和抑制的方法。"
科技与工程,大学化学,简答题,13,悬浮聚合法生产聚氯乙烯时，为什么采用高活性和中活性引发剂并用的引发体系？,226,"以下是大学化学科目的问题，请解答并把回复控制在226个汉字左右。
悬浮聚合法生产聚氯乙烯时，为什么采用高活性和中活性引发剂并用的引发体系？"
科技与工程,大学化学,简答题,14,何谓竞聚率？它有何物理意义？,102,"以下是大学化学科目的问题，请解答并把回复控制在102个汉字左右。
何谓竞聚率？它有何物理意义？"
科技与工程,大学化学,简答题,15,试讨论二元共聚物组成微分方程的适用范围。,522,"以下是大学化学科目的问题，请解答并把回复控制在522个汉字左右。
试讨论二元共聚物组成微分方程的适用范围。"
科技与工程,大学化学,简答题,16,为什么要对共聚物的组成进行控制？在工业上有哪几种控制方法？它们各针对什么样的聚合反应，试各举一实例说明。,204,"以下是大学化学科目的问题，请解答并把回复控制在204个汉字左右。
为什么要对共聚物的组成进行控制？在工业上有哪几种控制方法？它们各针对什么样的聚合反应，试各举一实例说明。"
科技与工程,大学化学,简答题,17,在生产聚丙烯腈苯乙烯共聚物（AS树脂）时，所采用的丙烯腈(M1)和苯乙烯(M2)的投料重量比为24:76。在采用的聚合条件下，此共聚体系的竞聚率r1=0.04，r2=0.40。如果在生产中采用单体一次投料的聚合工艺，并在高转化率下才停止反应，试讨论所得共聚物阻成的均匀性。,173,"以下是大学化学科目的问题，请解答并把回复控制在173个汉字左右。
在生产聚丙烯腈苯乙烯共聚物（AS树脂）时，所采用的丙烯腈(M1)和苯乙烯(M2)的投料重量比为24:76。在采用的聚合条件下，此共聚体系的竞聚率r1=0.04，r2=0.40。如果在生产中采用单体一次投料的聚合工艺，并在高转化率下才停止反应，试讨论所得共聚物阻成的均匀性。"
科技与工程,大学化学,简答题,18,为了改进聚氯乙烯的性能，常将氯乙烯(M1)与醋酸乙烯(M2)共聚得到以氯乙烯为主的氯醋共聚物。已知在60℃下上述共聚体系的r1=1.68，r2=0.23，试具体说明要合成含氯乙烯质量分数为80%的组成均匀的氯醋共聚物应该用何种聚合工艺？,336,"以下是大学化学科目的问题，请解答并把回复控制在336个汉字左右。
为了改进聚氯乙烯的性能，常将氯乙烯(M1)与醋酸乙烯(M2)共聚得到以氯乙烯为主的氯醋共聚物。已知在60℃下上述共聚体系的r1=1.68，r2=0.23，试具体说明要合成含氯乙烯质量分数为80%的组成均匀的氯醋共聚物应该用何种聚合工艺？"
科技与工程,大学化学,简答题,19,简要解释悬浮聚合、乳液聚合、界面缩聚，并指出它们之间的异同点。,385,"以下是大学化学科目的问题，请解答并把回复控制在385个汉字左右。
简要解释悬浮聚合、乳液聚合、界面缩聚，并指出它们之间的异同点。"
科技与工程,大学化学,简答题,20,苯乙烯本体聚合的工业生产分两个阶段。首先于80-85℃使苯乙烯预聚至转化率33-35%，然后流入聚合塔，塔内温度从100℃递升至200℃，最后熔体挤出造粒。试解释采取上述步骤地原因。,197,"以下是大学化学科目的问题，请解答并把回复控制在197个汉字左右。
苯乙烯本体聚合的工业生产分两个阶段。首先于80-85℃使苯乙烯预聚至转化率33-35%，然后流入聚合塔，塔内温度从100℃递升至200℃，最后熔体挤出造粒。试解释采取上述步骤地原因。"
科技与工程,大学化学,简答题,21,丙烯腈连续聚合制造腈纶纤维，除加入丙烯腈作主要单体外，还常加入丙烯酸甲酯/或衣康酸辅助单体与其共聚。试说明它们对产品性能的影响。,112,"以下是大学化学科目的问题，请解答并把回复控制在112个汉字左右。
丙烯腈连续聚合制造腈纶纤维，除加入丙烯腈作主要单体外，还常加入丙烯酸甲酯/或衣康酸辅助单体与其共聚。试说明它们对产品性能的影响。"
科技与工程,大学化学,简答题,22,乳液聚合的一般规律是：初期聚合速率随聚合时间的延长而逐渐增加，然后进入恒速聚合；之后，聚合速率逐渐下降。试从乳液聚合机理和动力学方程分析发生上述现象的原因。,338,"以下是大学化学科目的问题，请解答并把回复控制在338个汉字左右。
乳液聚合的一般规律是：初期聚合速率随聚合时间的延长而逐渐增加，然后进入恒速聚合；之后，聚合速率逐渐下降。试从乳液聚合机理和动力学方程分析发生上述现象的原因。"
科技与工程,大学化学,简答题,23,乳液聚合丁苯橡胶有冷（胶）热（胶）之分。试分别列举一种引发剂体系和聚合条件。单体转化率通常控制在60%左右，为什么？聚合时如何调节聚合物颗粒的大小？,358,"以下是大学化学科目的问题，请解答并把回复控制在358个汉字左右。
乳液聚合丁苯橡胶有冷（胶）热（胶）之分。试分别列举一种引发剂体系和聚合条件。单体转化率通常控制在60%左右，为什么？聚合时如何调节聚合物颗粒的大小？"
科技与工程,大学化学,简答题,24,在离子聚合反应过程中，能否出现自动加速效应？为什么？,202,"以下是大学化学科目的问题，请解答并把回复控制在202个汉字左右。
在离子聚合反应过程中，能否出现自动加速效应？为什么？"
科技与工程,大学化学,简答题,25,分别叙述进行阴离子、阳离子聚合时，控制聚合反应速度和聚合物分子量的主要方法。,207,"以下是大学化学科目的问题，请解答并把回复控制在207个汉字左右。
分别叙述进行阴离子、阳离子聚合时，控制聚合反应速度和聚合物分子量的主要方法。"
科技与工程,大学化学,简答题,26,为什么进行阴离子聚合和配位聚合反应时需预先将原料和聚合容器净化，干燥，除去空气并在密封条件下聚合？,110,"以下是大学化学科目的问题，请解答并把回复控制在110个汉字左右。
为什么进行阴离子聚合和配位聚合反应时需预先将原料和聚合容器净化，干燥，除去空气并在密封条件下聚合？"
科技与工程,大学化学,简答题,27,简述异构化聚合。,118,"以下是大学化学科目的问题，请解答并把回复控制在118个汉字左右。
简述异构化聚合。"
科技与工程,大学化学,简答题,28,何为活性聚合物？为什么阴离子聚合可为活性聚合？,208,"以下是大学化学科目的问题，请解答并把回复控制在208个汉字左右。
何为活性聚合物？为什么阴离子聚合可为活性聚合？"
科技与工程,大学化学,简答题,29,合成分子量窄分布聚合物的聚合反应条件有哪些？,93,"以下是大学化学科目的问题，请解答并把回复控制在93个汉字左右。
合成分子量窄分布聚合物的聚合反应条件有哪些？"
科技与工程,大学化学,简答题,30,为什么钠的卤化物的熔点比相应硅的卤化物的熔点高，而且熔点递变趋势相反?,181,"以下是大学化学科目的问题，请解答并把回复控制在181个汉字左右。
为什么钠的卤化物的熔点比相应硅的卤化物的熔点高，而且熔点递变趋势相反?"
科技与工程,大学化学,简答题,31,什么是理想气体？实际气体在什么条件下可用理想气体模型处理？,69,"以下是大学化学科目的问题，请解答并把回复控制在69个汉字左右。
什么是理想气体？实际气体在什么条件下可用理想气体模型处理？"
科技与工程,大学化学,简答题,32,为什么家用加湿器都是在冬天使用，而不在夏天使用？,111,"以下是大学化学科目的问题，请解答并把回复控制在111个汉字左右。
为什么家用加湿器都是在冬天使用，而不在夏天使用？"
科技与工程,大学化学,简答题,33,什么类型的化学反应QP等于QV？什么类型的化学反应QP大于QV？什么类型的化学反应QP小于QV？,82,"以下是大学化学科目的问题，请解答并把回复控制在82个汉字左右。
什么类型的化学反应QP等于QV？什么类型的化学反应QP大于QV？什么类型的化学反应QP小于QV？"
科技与工程,大学化学,简答题,34,简述实现两种离子的完全分离通常采取的方法。,66,"以下是大学化学科目的问题，请解答并把回复控制在66个汉字左右。
简述实现两种离子的完全分离通常采取的方法。"
科技与工程,大学化学,简答题,35,简述分析化学的任务与作用。,445,"以下是大学化学科目的问题，请解答并把回复控制在445个汉字左右。
简述分析化学的任务与作用。"
科技与工程,大学化学,简答题,36,简述分析化学的三大变革。,311,"以下是大学化学科目的问题，请解答并把回复控制在311个汉字左右。
简述分析化学的三大变革。"
科技与工程,大学化学,简答题,37,简述分析的过程与步骤。,46,"以下是大学化学科目的问题，请解答并把回复控制在46个汉字左右。
简述分析的过程与步骤。"
